Name,Type,min_power,max_power,min_frequency,max_frequency,Link
Автоакустика Kicx ICQ 652,коаксиальная АС,90 Вт,180 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_ICQ_652-176753.html
Автоакустика JVC CS-J6930,коаксиальная АС,45 Вт,400 Вт,30 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/jvc/JVC_CS_J6930-1200585.html
Автоакустика EDGE EDST219-E6,коаксиальная АС,100 Вт,200 Вт,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDST219_E6-3115495.html
Автоакустика Kicx STQ 300NEW,сабвуфер,400 Вт,800 Вт,30 Гц,1 800 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_STQ_300NEW-4433247.html
Автоакустика Урал АС-М250 Молот,широкополосная АС,150 Вт,300 Вт,52 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_M250_Molot-4476650.html
Автоакустика JVC CS-DR162,коаксиальная АС,50 Вт,300 Вт,88 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/jvc/JVC_CS_DR162-4547151.html
Автоакустика JBL BassPro 8,сабвуфер,100 Вт,200 Вт,30 Гц,120 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_BassPro_8-4547160.html
Автоакустика EDGE EDB8W-E0,широкополосная АС,110 Вт,220 Вт,70 Гц,11 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDB8W_E0-4547166.html
Автоакустика KICX Sound Civilization ALS 6.2,компонентная АС,60 Вт,120 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_Sound_Civilization_ALS_62-4716830.html
Автоакустика Helix E250 V flat,сабвуфер,300 Вт,400 Вт,None,None,https://auto.1k.by/digital-caracoustics/helix/Helix_E250_V_flat-4721984.html
Автоакустика Best Balance E5.2C,компонентная АС,30 Вт,80 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/bestbalance/Best_Balance_E52C-4724476.html
Автоакустика Урал AS-W200MB.2MB,мидбас,210 Вт,420 Вт,34 Гц,7 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_W200MB2MB-5036960.html
Автоакустика Урал АС-ПТ 165.2 Гром,среднечастотная АС,300 Вт,600 Вт,140 Гц,13 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_PT_1652_Grom-5044996.html
Автоакустика Kicx ICQ 502,коаксиальная АС,75 Вт,150 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_ICQ_502-173667.html
Автоакустика Kicx STQ 165,коаксиальная АС,70 Вт,140 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_STQ_165-362530.html
Автоакустика Kicx ST-693,коаксиальная АС,100 Вт,200 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_ST_693-4337541.html
Автоакустика Ground Zero GZCM 6.5SPL,среднечастотная АС,None,None,None,None,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZCM_65SPL-4897332.html
Автоакустика Infinity REF-3032CFX,коаксиальная АС,25 Вт,75 Вт,85 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/infinity/Infinity_REF_3032CFX-5034399.html
Автоакустика Урал TT 15,сабвуфер,500 Вт,1 000 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/Yral_TT_15-3098773.html
Автоакустика Alphard DB-SA302D2,сабвуфер,2 000 Вт,4 000 Вт,None,None,https://auto.1k.by/digital-caracoustics/alphard/Alphard_DB_SA302D2-5039860.html
Автоакустика Deaf Bonce Machete Fight 80,среднечастотная АС,130 Вт,260 Вт,75 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Machete_Fight_80-5044806.html
Автоакустика DL Audio Piranha 10A V2,сабвуфер,700 Вт,None,23 Гц,220 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_10A_V2-5049547.html
Автоакустика Infinity Primus 503F,коаксиальная АС,40 Вт,120 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/infinity/Infinity_Primus_503F-5055480.html
Автоакустика Aura RNG-TY.6PW (2 шт),акустическая проставка,None,None,None,None,https://auto.1k.by/digital-caracoustics/aura/Aura_RNG_TY6PW_2_sht-5059559.html
Автоакустика Swat SP-C69,коаксиальная АС,70 Вт,280 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/swat/Swat_SP_C69-5061277.html
Автоакустика Incar CAN-BUS-3,адаптер рулевого управления магнитолой,None,None,None,None,https://auto.1k.by/digital-caracoustics/incar/Incar_CAN_BUS_3-5082312.html
Автоакустика Morel Maximo Ultra MKII Tweeter,твитер,90 Вт,180 Вт,1 800 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_Maximo_Ultra_MKII_Tweeter-5106364.html
Автоакустика DL Audio Phoenix Sport 200,среднечастотная АС,210 Вт,None,110 Гц,11 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Phoenix_Sport_200-5106380.html
Автоакустика Deaf Bonce Apocalypse AP-M81SE PRO,среднечастотная АС,180 Вт,360 Вт,100 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Apocalypse_AP_M81SE_PRO-5108599.html
Автоакустика DL Audio Gryphon Pro 15 V.2 SE,сабвуфер,500 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Pro_15_V2_SE-5110878.html
Автоакустика BLAM LT 25,твитер,15 Вт,100 Вт,2 500 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_LT_25-5111657.html
Автоакустика DL Audio Piranha 12A Marine V.2,сабвуфер,900 Вт,None,20 Гц,230 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_12A_Marine_V2-5118221.html
Автоакустика DL Audio Piranha 15A Orange V.2,сабвуфер,1 000 Вт,None,20 Гц,230 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_15A_Orange_V2-5118226.html
Автоакустика Aura Storm-4.2,коаксиальная АС,51 Вт,101 Вт,110 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Storm_42-5121168.html
Автоакустика Morel Maximo Ultra 502 MKII,компонентная АС,90 Вт,160 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_Maximo_Ultra_502_MKII-5124328.html
Автоакустика Урал АС-У12А (серый),сабвуфер,300 Вт,900 Вт,20 Гц,250 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_Y12A_seryiii-5124330.html
Автоакустика AMP Pro 693,коаксиальная АС,150 Вт,300 Вт,50 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Pro_693-5126516.html
Автоакустика Prology RX-28T Kraken,твитер,55 Вт,110 Вт,1 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_RX_28T_Kraken-5126518.html
Автоакустика BLAM 165TOY C,коаксиальная АС,60 Вт,120 Вт,45 Гц,23 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_165TOY_C-5126522.html
Автоакустика Prology RX-12 Kraken,сабвуфер,300 Вт,500 Вт,35 Гц,1 500 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_RX_12_Kraken-5126523.html
Автоакустика BLAM BM 100NC,коаксиальная АС,50 Вт,100 Вт,80 Гц,30 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_BM_100NC-5126524.html
Автоакустика JBL Stage 122,сабвуфер,250 Вт,1 000 Вт,34 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_Stage_122-5127299.html
Автоакустика Deaf Bonce Machete MM-60 NEO V2,среднечастотная АС,100 Вт,200 Вт,110 Гц,14 000 Гц,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Machete_MM_60_NEO_V2-5136814.html
Автоакустика Deaf Bonce Machete MF-15SD2,сабвуфер,800 Вт,1 600 Вт,None,None,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Machete_MF_15SD2-5136817.html
Автоакустика Pioneer TS-G4620S,коаксиальная АС,30 Вт,200 Вт,35 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_G4620S-5138219.html
Автоакустика Prology PS-12 Poseidon,сабвуфер,350 Вт,600 Вт,35 Гц,1 500 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_PS_12_Poseidon-5138220.html
Автоакустика DL Audio Piranha 15A Purple V.2,сабвуфер,1 000 Вт,None,20 Гц,230 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_15A_Purple_V2-5138221.html
Автоакустика Phoenix Gold Z12AB,сабвуфер,500 Вт,1 000 Вт,20 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/phoenixgold/Phoenix_Gold_Z12AB-5143938.html
Автоакустика Mystery MTB-309A,сабвуфер,270 Вт,600 Вт,20 Гц,250 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MTB_309A-922977.html
Автоакустика JBL Stage3 9637,коаксиальная АС,75 Вт,225 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_Stage3_9637-3647687.html
Автоакустика Pioneer TS-MR1600,коаксиальная АС,25 Вт,100 Вт,30 Гц,30 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_MR1600-212360.html
Автоакустика JVC CS-DR6820,коаксиальная АС,45 Вт,300 Вт,65 Гц,25 400 Гц,https://auto.1k.by/digital-caracoustics/jvc/JVC_CS_DR6820-2553669.html
Автоакустика ECON ELS-603,коаксиальная АС,65 Вт,190 Вт,65 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/econ/ECON_ELS_603-3648935.html
Автоакустика УРАЛ AS-M57 Molot,широкополосная АС,90 Вт,180 Вт,115 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/ural/YRAL_AS_M57_Molot-3928799.html
Автоакустика УРАЛ AS-M200 Molot,широкополосная АС,100 Вт,200 Вт,80 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/ural/YRAL_AS_M200_Molot-3928807.html
Автоакустика AURA Fireball-T2,твитер,51 Вт,91 Вт,3 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/AURA_Fireball_T2-4094203.html
Автоакустика SWAT REV-12 v.2,сабвуфер,450 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/SWAT_REV_12_v2-4210515.html
Автоакустика Kicx Sound Civilization GF165.5,мидбас,100 Вт,200 Вт,75 Гц,6 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_Sound_Civilization_GF1655-4259789.html
Автоакустика Kicx SC-37,твитер,35 Вт,70 Вт,1 500 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_SC_37-4547055.html
Автоакустика Phantom MT-30,твитер,40 Вт,80 Вт,2 500 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/phantom/Phantom_MT_30-4547153.html
Автоакустика ACV PB-422G,коаксиальная АС,30 Вт,90 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PB_422G-4547199.html
Автоакустика Alphard Apocalypse DB-SA2510 D2,сабвуфер,800 Вт,1 600 Вт,None,None,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Apocalypse_DB_SA2510_D2-4587235.html
Автоакустика Phantom MS 165,коаксиальная АС,40 Вт,80 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/phantom/Phantom_MS_165-4668384.html
Автоакустика Phantom MS 132,коаксиальная АС,35 Вт,65 Вт,85 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/phantom/Phantom_MS_132-4668385.html
Автоакустика Pioneer TS-G1620F,коаксиальная АС,40 Вт,300 Вт,31 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_G1620F-4698356.html
Автоакустика Урал АС-У12А Компакт,сабвуфер,300 Вт,900 Вт,20 Гц,250 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_Y12A_Kompakt-4706050.html
Автоакустика Phantom FS-100S,коаксиальная АС,30 Вт,60 Вт,95 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/phantom/Phantom_FS_100S-4737691.html
Автоакустика KICX SP-100,коаксиальная АС,30 Вт,60 Вт,110 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_SP_100-4801852.html
Автоакустика Ground Zero GZCT 3500X-S,твитер,30 Вт,100 Вт,3 000 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZCT_3500X_S-4897331.html
Автоакустика ESB Audio ESB 1.10SD2,сабвуфер,250 Вт,500 Вт,30 Гц,400 Гц,https://auto.1k.by/digital-caracoustics/esb/ESB_Audio_ESB_110SD2-4945560.html
Автоакустика Swat SP-C4,коаксиальная АС,45 Вт,130 Вт,115 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/swat/Swat_SP_C4-4968390.html
Автоакустика Урал Классик AС-К0114,твитер,70 Вт,None,7 500 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_Klassik_AS_K0114-4993250.html
Автоакустика Prology PRCX130,коаксиальная АС,50 Вт,120 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_PRCX130-4997352.html
Автоакустика ACV T38 Pro Drall,твитер,100 Вт,None,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_T38_Pro_Drall-5000451.html
Автоакустика Prology RX-8 Kraken,сабвуфер,120 Вт,300 Вт,50 Гц,2 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_RX_8_Kraken-5013948.html
Автоакустика Урал Патриот 8,сабвуфер,750 Вт,1 500 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/Yral_Patriot_8-5036957.html
Автоакустика DL Audio Piranha 10A V2 Black,сабвуфер,700 Вт,None,23 Гц,220 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_10A_V2_Black-5044999.html
Автоакустика Rainbow EL-X165А,коаксиальная АС,50 Вт,100 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/rainbow/Rainbow_EL_X165A-5059765.html
Автоакустика Soundmax SM-CSI502,коаксиальная АС,70 Вт,140 Вт,None,None,https://auto.1k.by/digital-caracoustics/soundmax/Soundmax_SM_CSI502-5061279.html
Автоакустика Incar CAN-SBA3,адаптер рулевого управления магнитолой,None,None,None,None,https://auto.1k.by/digital-caracoustics/incar/Incar_CAN_SBA3-5065145.html
Автоакустика Skylor EVO6,коаксиальная АС,35 Вт,140 Вт,50 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_EVO6-5096527.html
Автоакустика BLAM 165TOY S,компонентная АС,60 Вт,120 Вт,45 Гц,23 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_165TOY_S-5108603.html
Автоакустика Урал DDB AS-D1741,коаксиальная АС,190 Вт,None,55 Гц,23 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_DDB_AS_D1741-5110869.html
Автоакустика ACV M69W,коаксиальная АС,120 Вт,240 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_M69W-5110874.html
Автоакустика Kenwood KFC-S1356G,коаксиальная АС,30 Вт,260 Вт,45 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/kenwood/Kenwood_KFC_S1356G-5118223.html
Автоакустика AMP Pro X 693,коаксиальная АС,150 Вт,None,50 Гц,23 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Pro_X_693-5126512.html
Автоакустика AMP Mass FR69,широкополосная АС,70 Вт,None,80 Гц,8 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Mass_FR69-5126517.html
Автоакустика AMP Beat 693 v2,коаксиальная АС,70 Вт,None,66 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Beat_693_v2-5127303.html
Автоакустика DL Audio Legend 12,сабвуфер,3 500 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Legend_12-5127304.html
Автоакустика DL Audio Legend 165 Neo,среднечастотная АС,230 Вт,None,130 Гц,11 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Legend_165_Neo-5127305.html
Автоакустика DL Audio Legend 200 Neo,среднечастотная АС,250 Вт,None,110 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Legend_200_Neo-5127306.html
Автоакустика DL Audio Phoenix Punch Machine 165,среднечастотная АС,190 Вт,None,85 Гц,14 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Phoenix_Punch_Machine_165-5127307.html
Автоакустика DL Audio Phoenix Punch Machine 200,среднечастотная АС,200 Вт,None,70 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Phoenix_Punch_Machine_200-5127308.html
Автоакустика AMP Pro X 652,коаксиальная АС,75 Вт,None,54 Гц,23 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Pro_X_652-5127311.html
Автоакустика AMP Pro X 652 v2,коаксиальная АС,100 Вт,None,52 Гц,24 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Pro_X_652_v2-5127312.html
